Ward_name,Old_code,New_code,Population2015,All_Children_aged_0_15_2015,All_Working_age_16-64_2015,Mean_Age_2013,Area_Square_Kilometres,Population_density_2013,BAME_2011,Not_Born_in_UK_2011,Male_life_expectancy_2009_13,Female_life_expectancy_2009_13 ,Number_Killed_or_Seriously_Injured_on_roads_2014,Employment_rate_16_64_2011,Number_of_jobs_in_area_2013,Median_House_Price_2014,Number_of_properties_sold_2014,Median_Household_income_estimate_2012_13,Number_of_Household_spaces_2011,Households_Social_Rented_2011,Households_Private_Rented_2011,dwellings_in_council_tax_bands_A_or_B_2015,dwellings_in_council_tax_bands_C_D_or_E_2015,dwellings_in_council_tax_bands_F_G_or_H_2015,Claimant_rate_of_key_out_of_work_benefits_working_age_client_group_2014,Claimant_Rate_of_Housing_Benefit_2015,Claimant_Rate_of_Employment_Support_Allowance_2014,Rate_of_JobSeekers_Allowance_JSA_Claimants_2015,Average_GCSE_capped_point_scores_2014,with_Level_4_qualifications_and_above_2011,Crime_rate_2014_15,Violence_against_the_person_rate_2014_15,Deliberate_Fires_per_1000_population_2014,area_that_is_open_space_2014,Average_Public_Transport_Accessibility_score_2014
Islington - Holloway,00AUGG,E05000375,16050,15.1,77.2,33.5,1,15750,36.1,39.6,76.9,83.4,7,63.9,4500,405000,195,35430,6912,46.5,26.2,11.5,82,6.5,18.1,17.8,6.7,3.7,312.2,43.3,83.3,22.8,0.2,16.9,5.9
Islington - Junction,00AUGH,E05000376,12950,15.4,74.9,35.6,1,12600,30.6,34.7,75.5,81.1,5,68.4,9600,452000,149,39470,5882,43.3,25.7,8.5,81.3,10.1,17.1,17,6.6,3.7,334.5,46.9,115.5,34.1,0.5,16.6,6
Islington - Mildmay,00AUGJ,E05000377,13500,18.3,74,33.7,0.8,16625,34.5,33.8,78.4,83.8,1,68.6,1700,525000,167,39300,6064,47,23.3,6.8,82.9,10.3,17.5,18.3,7.1,2.8,329.6,48.8,92.3,24.7,0.5,10.6,6.1
Islington - St. George's,00AUGK,E05000378,13100,16.2,74.4,35.2,0.8,16062.5,28.1,32.8,77.7,85.7,2,67.8,2300,495645,129,40860,5627,38,26.1,10.2,75.9,14,17,16.2,6.4,3.7,328.5,48.3,76.5,24.1,0.5,8.1,4.5
Islington - St. Mary's,00AUGL,E05000379,12500,13.8,76.6,35.9,0.9,13500,25.3,33.1,79.3,82.3,14,73,12700,650000,116,46190,5959,41.5,29.7,1.8,78.2,20,14.3,14.8,6.5,2.6,331.1,54.4,192.2,44,0.2,9.6,6.7
Islington - St. Peter's,00AUGM,E05000380,13200,14.9,76.2,35.2,0.8,15687.5,25.6,32,77.6,79.2,6,70.4,7300,667500,206,43870,5740,40.4,24,2.9,69.2,27.9,15.1,14.4,5.9,2.2,302.4,53,127.1,30,0.5,10.4,5.3
Islington - Tollington,00AUGN,E05000381,13900,17.5,74.4,34.2,0.8,17062.5,35.8,34.5,77.2,85.7,3,68.5,2500,465000,157,38090,6269,41.9,26.9,8.7,83.9,7.3,18.7,19.4,8.2,4,325.6,45.2,86.4,27.4,0.5,13.3,4.5
Kensington and Chelsea - Abingdon,00AWFY,E05000382,10700,16.2,70.5,37.7,0.6,16916.7,32.6,59.6,86.5,85.5,3,66.2,6900,1295000,303,54690,5399,9.4,45.2,4.5,29.5,65.9,5.1,6.1,2.1,1,357,59.2,83.2,18.7,0,5.9,6.5
Kensington and Chelsea - Brompton,00AWFZ,E05000383,8900,14.2,71.2,39.2,1,8700,24.4,61.7,86.4,86.6,8,69.2,24800,1950000,151,64320,5840,12.3,47.6,2.5,17.7,79.8,3.4,4.5,1.7,0.9,355.6,57.4,185.5,23.9,0.2,10.8,6.8
Kensington and Chelsea - Campden,00AWGA,E05000384,8250,16.9,69.5,38.4,0.9,8944.4,21.4,52.8,86.1,89.5,4,71.6,7700,1400000,157,65500,4550,7,39.8,0,22.8,77.2,3.6,4.1,1.7,0.7,291.1,62.4,124.7,21.4,n/a,27.8,6.8
Kensington and Chelsea - Colville,00AWGB,E05000385,8400,14.4,73.4,38.3,0.4,20625,34,44.4,80.6,85.2,0,69.9,4200,935000,106,43560,4701,45.2,28.1,6.3,69.5,24.2,15.1,21.3,7.6,3.4,311.1,48.6,172.2,36.4,0.2,10.5,5.4
Kensington and Chelsea - Courtfield,00AWGC,E05000386,9100,12.8,76.5,35.6,0.5,17700,24.8,61.4,91.9,87.7,3,64.8,4800,1325000,161,61810,5105,9.1,48,3.8,24.5,71.7,4.4,6.3,2.3,1.7,344.1,58.7,109,18.9,0.1,13.4,6.9
Kensington and Chelsea - Cremorne,00AWGD,E05000387,8250,15,67.3,40.4,0.6,13250,32.5,44.4,81.9,86.9,5,63,3600,1050000,101,43920,4230,43.4,20.9,4.2,58.5,37.4,12.9,21.2,7.7,3.3,311.7,41.2,89.5,26.3,n/a,29.3,4.7
Kensington and Chelsea - Earl's Court,00AWGE,E05000388,9300,12.1,78.1,36.8,0.5,18100,35.4,61,78.4,85.7,3,68.5,5300,783250,172,44100,5207,22.7,43.8,7.3,62.9,29.8,12,17.3,6.6,3,359.2,53.3,110.4,29.8,0.2,10,7
Kensington and Chelsea - Golborne,00AWGF,E05000389,9600,17.4,71.5,36.5,0.9,10111.1,52.1,46.1,77.4,83.1,3,59.3,5300,533800,62,30100,4174,67.8,17.4,29.7,65.1,5.3,23.3,29.5,10.2,6.5,314.4,32.1,130.9,40.8,0.5,34.6,4.5
Kensington and Chelsea - Hans Town,00AWGG,E05000390,8850,13.9,69.4,40.5,0.6,14416.7,23.5,55.6,85.4,87.8,3,69.1,8100,1587500,176,58100,6553,16.4,43.3,1.4,36.9,61.7,5.4,7.4,3,0.9,337.8,55.1,188.3,23,n/a,8.5,6.6
Kensington and Chelsea - Holland,00AWGH,E05000391,9850,18.6,67.7,37.8,1,9600,32,56.7,86.6,92.9,6,66.4,3100,1375000,167,54770,4986,11.9,38.2,3,32.7,64.3,5.7,7.6,3.1,1.6,365.4,58.8,70.8,17.6,n/a,27.7,6
Kensington and Chelsea - Norland,00AWGJ,E05000392,8750,18.3,64.5,39.7,0.7,12214.3,25.6,40.7,83.2,86.3,3,67.4,4600,1343000,110,53430,4408,38.5,23.6,7.3,50.1,42.6,11.3,16.2,5.1,2.5,323,51.2,97.2,23.7,0.1,15.4,5.4
Kensington and Chelsea - Notting Barns,00AWGK,E05000393,9750,19.1,67.2,37,0.6,15750,42.7,41.6,77.4,85.5,6,61.8,5300,776000,55,36690,4237,55.8,16.5,17.9,66.5,15.6,19.6,25.6,8,4.2,330.4,37.2,99.3,30.1,0.3,9.3,4.2
Kensington and Chelsea - Pembridge,00AWGL,E05000394,7700,14,73.8,37.8,0.5,15100,22.1,51.2,83.7,84.6,3,74.8,3900,1127500,124,55710,4418,12.7,43,6.7,38.7,54.6,5.6,8.4,3,1.5,385.6,60.8,177.9,31,0,11.9,7
Kensington and Chelsea - Queen's Gate,00AWGM,E05000395,9950,14.8,74.8,36.3,0.6,16166.7,28.7,63.2,86.6,89.8,1,66.3,13300,1745000,192,63630,5645,4,48.6,2.3,16.9,80.8,1.8,2.7,0.8,0.8,376.8,61.7,88,14.4,0,5.8,6
Kensington and Chelsea - Redcliffe,00AWGN,E05000396,9300,15.3,72.6,37.5,0.7,13000,18.8,53.4,84.4,88.5,7,74.3,2800,995000,214,54550,5202,10.4,40.2,1.9,44.5,53.6,6.5,9.1,2.8,1.8,342.3,60.5,80.1,15,n/a,28.1,6.2
Kensington and Chelsea - Royal Hospital,00AWGP,E05000397,7350,13.6,64.7,43.8,0.9,7944.4,15.4,44.8,79.6,88,6,72.8,5300,1995000,137,60600,4166,13.6,35.8,1.6,24.2,74.1,4.9,6.3,2.3,1.4,366.2,56.1,117.9,16.7,n/a,43.1,5
Kensington and Chelsea - St. Charles,00AWGQ,E05000398,9600,18.6,69.8,37.1,0.7,13285.7,37.6,37.8,74.8,81.9,3,63.4,3000,642500,92,36100,4356,58.7,15.9,15.5,68.6,15.9,20.8,26.6,9.9,4.1,330.5,35.5,114.8,42.4,0.3,21.9,3.8
Kensington and Chelsea - Stanley,00AWGR,E05000399,8250,15.5,68.5,39.6,0.7,11571.4,19,48.7,83.3,84,8,73,13500,1100000,165,54990,4528,13.1,38.3,1.1,35.9,63,4.5,6.7,2,1,344.5,56.1,118.7,28.2,n/a,9.1,5.6
Kingston upon Thames - Alexandra,00AXFX,E05000400,9700,19.7,63.7,38.9,2.7,3537,29.8,27.2,83.4,86.9,3,75.1,2500,404975,136,41390,3443,4.9,13.3,4,79.4,16.6,5.5,5.1,3.1,1,353.3,32.7,34.7,7.9,0.3,43.7,2.2
Kingston upon Thames - Berrylands,00AXFY,E05000401,9800,18.2,66.4,38.3,1.5,6466.7,18.1,24.1,79,83.3,1,74.8,2000,361125,172,42330,4447,17.4,26.9,8.9,70.4,20.7,7.3,9.8,4.2,1.4,342.7,48.4,31.6,8.2,0.3,10.9,2.8
Kingston upon Thames - Beverley,00AXFZ,E05000402,10450,20.8,66,37.3,1.9,5447.4,32.6,32.4,80.8,81.8,0,71.6,4500,435000,167,40700,4047,11.5,22.1,5.5,76.4,18.1,7.2,8.8,3.6,1.8,372.3,41.7,64.5,15.4,0.7,26.4,2.8
Kingston upon Thames - Canbury,00AXGA,E05000403,13300,23.4,68.1,33.6,1.2,10791.7,21.4,27.5,81,85.8,1,74.9,5200,449500,397,45600,5317,12.5,30.3,2.8,74.7,22.4,6.3,7,2.7,1.5,367.5,54.4,38.4,9.4,0.2,7,4.1
Kingston upon Thames - Chessington North and Hook,00AXGB,E05000404,9000,20.1,64.6,38.3,1.9,4710.5,15,17.2,80.4,86.8,2,76.4,2000,310000,137,37230,3430,14.8,8.6,1.8,96.2,2,8.4,6.3,3.7,1.4,307.1,22.8,43.9,13.9,1.2,27.5,2.4
Kingston upon Thames - Chessington South,00AXGC,E05000405,10550,20.9,64.6,37.6,7.6,1375,13,14.3,83.3,83.9,0,78.5,5300,315000,201,38310,4112,11.7,9.7,4.1,89.2,6.7,7.3,6.4,3.2,1.3,321.3,25.3,47.5,16.3,0.6,75.7,2.4
Kingston upon Thames - Coombe Hill,00AXGD,E05000406,10750,18.3,66.8,37.1,4.4,2420.5,35.5,40.6,83.2,84.8,4,64.5,7200,480000,161,45650,3838,11.6,25.5,1.1,51.7,47.2,4.9,5.4,2,1.3,339.8,44.5,47.8,12.6,0.3,42.1,2.5
Kingston upon Thames - Coombe Vale,00AXGE,E05000407,10050,20.6,65.2,37.9,1.6,6250,33.4,33.5,82.9,86.1,0,72.4,1900,480000,133,44320,3700,6.9,19.4,3.3,66.1,30.6,5.2,5.5,2.1,0.9,367,47.4,26.2,6.5,0.1,11,2.3
Kingston upon Thames - Grove,00AXGF,E05000408,11800,16.8,74.4,33.4,1.9,6105.3,23.2,31.4,79.2,87.2,6,66.8,23000,400000,236,41410,5094,13.2,37.5,11.1,70.7,18.2,7.6,7.2,2.7,1.6,324.8,47,268.5,65.8,0.2,23.6,4.2
Kingston upon Thames - Norbiton,00AXGG,E05000409,10600,20.1,70.6,34,1.3,8076.9,31,34.1,77.1,80.5,6,68.2,4000,341750,166,34650,4162,31.2,24.3,17.1,74.3,8.7,11.2,13.1,5,2.4,308.4,35.8,62.4,22.7,0.2,34.5,3.6
Kingston upon Thames - Old Malden,00AXGH,E05000410,9700,19,63,39.9,1.8,5361.1,30.8,27.3,83.6,87.4,1,74,1100,395725,134,41760,3645,9.1,12.3,3.1,63.6,33.3,6.7,5.4,2.6,1.1,347,34.4,29.6,8,0.1,21.3,2.7
Kingston upon Thames - St. James,00AXGJ,E05000411,9250,18.2,63.7,40.6,2.2,4181.8,41.4,37.3,81.4,82.2,5,71.9,2000,443567.5,112,41850,3392,9.3,14,0.9,69.4,29.7,6.7,6.3,2.7,1.1,355,38,33.8,9.9,0.7,28.2,2.6
Kingston upon Thames - St. Mark's,00AXGK,E05000412,10900,12.2,79.4,33.6,1.4,7785.7,21.3,29.1,81.7,84.3,3,69.4,4300,395350,286,44930,4608,6.7,38.6,8.4,80.2,11.4,4.8,5.5,2.8,1.5,336.4,48.3,49.7,13.5,0.4,23.9,3.7
Kingston upon Thames - Surbiton Hill,00AXGL,E05000413,10950,17.4,69.2,37.7,1.7,6352.9,19,25,79.7,82.6,2,78.2,2100,396770,237,43160,4776,7.5,30.7,4.3,74.7,21,5.2,5.4,2.6,1.1,361.6,52.2,29.6,10.1,0.3,5.8,3.3
Kingston upon Thames - Tolworth and Hook Rise,00AXGM,E05000414,10650,20.1,66.1,37.3,2.6,3961.5,27.2,26.1,80.3,86.7,3,76.2,5200,337195,153,37840,3836,10.7,16.5,4.6,91.8,3.6,6.7,6.8,3,1.3,337.5,30,53.7,14.2,0.7,33.1,2.3
Kingston upon Thames - Tudor,00AXGN,E05000415,9850,22,63.1,38.5,1.6,6125,17.6,23.9,84.1,87.2,2,76.9,1900,550000,151,48530,3846,7.5,14.2,0.5,66.6,32.9,5.4,3.8,2,0.9,378.9,51.3,33.1,6.6,0.1,22.7,2.3
Lambeth - Bishop's,00AYFZ,E05000416,11400,10.9,80.9,34.9,1.5,7066.7,42,43,79.1,83.2,12,66.2,43400,590000,97,40360,4927,41.8,33.9,26.2,44.2,29.6,10.9,12,3.6,2.6,324.8,47.2,243.6,48.3,0.7,31.6,7.6
Lambeth - Brixton Hill,00AYGA,E05000417,16650,16,77.3,33.6,1.1,14863.6,41.5,37.4,76.2,81.4,1,75.3,3900,420000,271,39050,6947,32.2,31.9,25.5,69.7,4.8,13.7,12.6,3.8,3,312.5,49.6,91.5,28,0.2,13.1,4.9
Lambeth - Clapham Common,00AYGB,E05000418,13600,15.8,77.1,33.4,1.3,10192.3,24.3,33.5,78.5,83,1,80.3,8200,620000,243,49520,5525,23.7,32.4,21.5,54,24.5,9.4,9.4,2.9,2.1,296.2,63.3,85.6,20.4,0.5,27.9,4.1
Lambeth - Clapham Town,00AYGC,E05000419,14850,14.3,78.9,33.8,1.1,13045.5,29.3,35.2,74.5,80.7,7,80,6200,610000,243,44960,6348,29.7,33.8,15.8,68.7,15.5,10.8,11.4,3.8,2.4,311.5,59.7,142.5,34.3,0.4,13.1,5.1
Lambeth - Coldharbour,00AYGD,E05000420,17500,20.2,73.7,32.4,1.2,14333.3,62.1,43.7,76.7,86.5,7,64.9,5500,435000,119,32220,7273,59.1,21.5,35.7,62,2.3,18.4,22,6.2,5.6,305.6,36.8,180.9,56.4,0.4,14.4,5.4
Lambeth - Ferndale,00AYGE,E05000421,16400,12.5,81.6,33.4,0.9,17555.6,40.4,41.7,77.1,84.5,2,77,4600,497475,240,39480,6710,37.4,34.2,30.4,63.5,6.1,12.4,13.7,4.5,3,313,52.9,145.6,38.4,0.5,10.3,6.3
Lambeth - Gipsy Hill,00AYGF,E05000422,13900,22.7,68.9,33.9,1.6,8625,44.9,30.6,78.3,82.1,3,69.7,2000,350000,283,36650,6102,36.6,24.1,24.7,71.2,4.1,16.8,19.3,6.6,4.1,314.3,39.3,79.6,27.8,1.1,25.7,3.7
Lambeth - Herne Hill,00AYGG,E05000423,15600,19,73.4,34.3,2,7700,39.6,35.3,77.9,85,6,75.3,12000,432500,204,41700,6688,31.8,29,25,63,11.9,14.4,13.6,4.3,3.3,324.5,52,92.4,26.7,0.1,37.9,4.5
Lambeth - Knight's Hill,00AYGH,E05000424,15200,22.6,68.2,34.2,1.5,9966.7,47.7,35.3,76.5,80.6,3,68.8,2700,355000,227,36950,6249,30.6,24.8,20.4,72.3,7.2,17.3,16.5,5.4,4,322.1,38.2,74.6,24.1,0.3,13.3,4.1
Lambeth - Larkhall,00AYGJ,E05000425,18000,16,77.6,32.9,1.1,16181.8,43.3,42.2,75.5,80.5,6,73.5,4700,430000,249,37260,7304,41.4,30.3,36.4,57.9,5.7,14,14.8,4.4,3.6,308.9,48.5,92.8,27.5,1.1,20,5.2
Lambeth - Oval,00AYGK,E05000426,16600,13.7,79.3,34.3,1.3,12269.2,36.9,42.6,79,81.8,8,74.3,12700,699995,276,39200,7343,34.8,34.7,30.4,51,18.6,12.2,13.5,4.3,2.9,321.5,51.6,127.4,35.3,0.4,24.9,6.9
Lambeth - Prince's,00AYGL,E05000427,15400,16.5,74.3,35.5,1.2,12458.3,43.4,38.5,77.9,84.4,6,71.1,15600,495000,213,37600,7118,47.1,20.4,35.9,49.3,14.7,16.1,17.8,5.4,3.9,333.5,46.5,119.3,30.8,0.1,20.7,6.3
Lambeth - St. Leonard's,00AYGM,E05000428,15200,18.3,74,34.1,1.4,10642.9,38.9,40.4,79.7,85.7,7,75.6,3700,340000,415,39880,6549,14,44.7,20.1,64.9,15.1,13,13.7,4.5,3,341.1,46.3,104,30.5,0.3,12.1,5.9
Lambeth - Stockwell,00AYGN,E05000429,15250,18.4,74.5,33.8,0.9,16777.8,44.3,44.9,78.8,81.9,3,71.2,2800,391375,124,35050,6582,45,27.3,43.2,49.1,7.8,14.8,16.8,5.1,3.6,313.7,41,83.7,29.5,0.3,13.2,5.4
Lambeth - Streatham Hill,00AYGP,E05000430,15150,18,73.9,34.5,1.3,11307.7,37.9,37.8,77.1,81.1,7,74.6,1800,359000,278,39250,6220,24.9,32.1,22.4,66.4,11.1,11.4,13.4,4.5,3,316.5,46.4,76.9,23.6,0.2,14.1,5.3
Lambeth - Streatham South,00AYGQ,E05000431,14750,20,68.8,35.6,1.7,8558.8,52.5,44.5,81.2,84.4,2,70.4,1500,375000,181,36710,5556,15.5,28.8,10.5,78.7,10.8,13.3,11.6,4.3,3.4,327.7,34.8,74.9,20.1,0.3,26,4.1
Lambeth - Streatham Wells,00AYGR,E05000432,15250,19.8,71.9,34,1.5,10066.7,43.1,41.2,78.2,80.6,3,74.2,2700,345875,298,38270,6588,20.8,35,20.8,70.2,9,12.4,13,4.2,2.9,311,42.6,72.7,22.6,0.2,18.3,4.4
Lambeth - Thornton,00AYGS,E05000433,14000,19.9,72.5,33.1,1.1,12045.5,40.5,37,81.3,87.5,1,74.3,1600,511250,166,41880,5131,39.1,21.2,31.1,59.9,9.1,11.3,12.2,3.9,2.4,319.2,47.8,55.2,14.9,0.4,22.4,3.5
Lambeth - Thurlow Park,00AYGT,E05000434,13800,22.7,67.7,34.7,1.5,9133.3,36.3,30.3,80.5,83.8,4,74,2300,412747.5,220,41600,6023,27.1,29.3,19.9,66.3,13.8,13,13.2,4.3,2.8,304.8,50.3,73.2,22.4,0.5,19.7,5
Lambeth - Tulse Hill,00AYGU,E05000435,16250,20.3,73.1,32.9,1,16000,52.6,38.6,78.9,83.4,4,70.5,1800,417000,167,35610,6758,43.2,24.8,40.8,52.2,7,16.5,17.3,4.9,4.6,292,42.7,80.3,27,0.6,16.6,4.4
Lambeth - Vassall,00AYGW,E05000436,15600,16.5,76.3,33.9,1.1,13590.9,52.7,40,78.6,85,8,67.6,3400,395000,313,34830,6290,53.2,22,31.1,62.4,6.5,17.8,19.2,6.1,5,317.3,41.3,81,24.6,1.9,16.8,4.4
Lewisham - Bellingham,00AZGD,E05000437,15300,24.1,65.5,34.6,3.1,4854.8,51.3,29.6,77.1,82.2,2,64.9,4700,265000,147,31340,6178,44,13.9,39.7,60.1,0.2,20.3,21.8,7.7,4.7,294.5,23.5,94,32.2,0.7,46.7,3
Lewisham - Blackheath,00AZGE,E05000438,15000,18.1,71.4,35.9,2.3,6304.3,30.2,29.3,79.3,83.3,4,74.1,5600,385000,229,44870,6571,28.8,27,23.3,61.3,15.4,10.1,11.6,3.6,2.5,295.6,53.2,83.9,26.8,0.4,34.6,4.9
Lewisham - Brockley,00AZGF,E05000439,18550,15.8,78,33,1.7,10558.8,43.1,36.8,77,82.4,6,71.3,5200,330000,311,38100,7595,30.1,35.7,43.2,54.2,2.6,12.6,13.7,4.4,2.9,312,47.3,78.8,24.2,0.5,13.3,5.8
Lewisham - Catford South,00AZGG,E05000440,15650,20.6,68,36.6,1.9,8157.9,56.2,32.2,77.9,84.2,3,70.2,3100,332500,226,39070,5801,12.6,19.9,14.8,78.8,6.3,12.8,10.1,4.3,3.1,311.4,34.2,44.8,15,0.1,3,3.3
Lewisham - Crofton Park,00AZGH,E05000441,15350,20.8,69.7,35.4,1.7,8882.4,39.6,30.1,79.6,86.8,3,73.9,2300,455000,275,42560,6411,16.8,25.8,18.7,80.7,0.6,11.3,10.4,4.6,2.3,314.4,45.1,58.4,17.5,0.3,20.7,4.1
Lewisham - Downham,00AZGJ,E05000442,15000,23.4,64.2,35.5,2.4,6145.8,41.7,24.8,79.5,84.7,5,63.6,2200,242500,185,30880,6151,40.9,13.1,18.8,80.1,1.1,20.8,20.1,7.9,4.2,290.5,20.2,78.9,31.7,0.8,30.1,3.3
Lewisham - Evelyn,00AZGK,E05000443,18550,22.9,71.3,31.3,1.8,9777.8,60.9,44.8,77.2,81.4,4,63.7,3200,315000,261,30560,7043,57.3,21.4,60.7,39.2,0.1,18,21.4,5.4,4.2,305.2,33.5,69.6,21.6,0.4,22.6,3.1
Lewisham - Forest Hill,00AZGL,E05000444,15300,21.5,68.8,35.4,1.8,8388.9,38.2,31.1,78.4,82.7,0,73.6,2700,340000,303,40960,6661,26.4,24.5,34.6,57.5,7.9,14.1,13,4.9,3.2,333,46.4,69.9,22.3,0.8,22.2,4
Lewisham - Grove Park,00AZGM,E05000445,15100,20.5,67,36.8,2.4,6208.3,37.5,26.9,78.5,82.4,2,69.3,1600,250000,256,36150,6325,26.7,17.9,23.5,72.5,4,14.9,14.7,4.9,3.6,308.2,29.2,50.6,18,0.6,21.6,3.2
Lewisham - Ladywell,00AZGN,E05000446,15200,17.9,73.2,34.8,1.6,9281.3,45.4,35.4,78.9,83.1,2,70.5,1600,370000,217,40290,5869,23.6,25.2,24,73.3,2.8,11.7,10.7,4.1,2.6,319.5,44.5,55,17.1,0.4,25.7,4.5
Lewisham - Lee Green,00AZGP,E05000447,15050,20,68.6,36.4,1.8,8222.2,33.7,28.9,80.7,84.1,1,75.1,2600,402500,258,42760,6480,21.2,23.4,30,64.7,5.4,12.4,11,3.9,2.3,334.2,46.1,60.9,20.5,0.1,11.7,3.6
Lewisham - Lewisham Central,00AZGQ,E05000448,20250,20,72.6,33.6,2.1,8976.2,51.6,41.2,75.4,80.8,7,69.6,10900,290000,446,35760,7940,27.4,33.7,47.6,51.6,0.8,16.6,17.1,5.7,3.4,303.4,42,134.9,40.8,0.5,13.8,5.2
Lewisham - New Cross,00AZGR,E05000449,17650,20,74.4,31.8,1.8,9305.6,59.7,46.6,74.3,77.6,2,64.6,5500,242000,217,31520,6719,40.5,31.6,57.6,42.2,0.1,14.3,18.5,5.3,4.4,299,34.7,108.5,34.7,0.6,16.5,4.4
Lewisham - Perry Vale,00AZGS,E05000450,16050,20.8,69.5,35.5,1.7,9323.5,42.5,30.5,80.1,84.3,7,72.9,1400,355000,325,39130,6858,26.5,23,31.3,64,4.7,14,13.9,4.9,3.2,313.5,41.5,54.6,17.1,0.3,9.7,3.4
Lewisham - Rushey Green,00AZGT,E05000451,16650,22.7,69.1,34,1.8,8777.8,59.1,38,79.4,82.8,7,66.2,6400,270000,194,34670,6378,26.9,30.3,32.7,66.3,1,19.4,18.7,7,4.5,300.7,32.9,118.7,39.3,1.3,24,5.2
Lewisham - Sydenham,00AZGU,E05000452,16150,20.7,67.8,36.2,1.7,9352.9,41.8,30.2,75.6,81.4,1,69.1,2700,350000,220,37060,6971,34.7,20.8,30.9,65.4,3.7,16,17.2,5.5,4.1,308.2,36.6,73.2,24.2,0.1,13.1,4.1
Lewisham - Telegraph Hill,00AZGW,E05000453,17250,18.8,74.1,33.4,1.5,11233.3,49.4,36.9,79.7,83.2,5,70.6,2300,360000,185,37230,7020,36.6,29.2,39.9,54.3,5.8,14.4,15.3,5,3,312.8,43.7,51.1,16.5,0.2,16.5,5.2
Lewisham - Whitefoot,00AZGX,E05000454,15050,24.2,65.2,34.7,2.2,6659.1,50.5,29.5,79.8,85.9,4,64.8,1200,248000,193,32840,5646,34.5,14.7,21.5,78.3,0.2,18.6,18.2,6.2,4,302.2,22.7,70.4,26,0.6,27.9,2.8
Merton - Abbey,00BAFX,E05000455,10600,18.6,72.7,34.8,1.4,7607.1,26.6,38.3,79.3,83.4,3,80.3,10800,482500,189,45370,4700,14.1,35.7,10.9,83.2,5.9,6.2,8.3,5.4,1.9,332.4,55.4,71.6,19.3,0.3,12.8,5.1
Merton - Cannon Hill,00BAFY,E05000456,9500,17.9,64.4,40.1,2.2,4340.9,25.4,29.6,82.3,88.2,5,75.9,1300,455000,131,42320,3529,5.5,13.4,5.4,89.2,5.4,6.3,4.2,2.2,1,364.2,35.2,35.4,7.7,0.4,42.7,2.6
Merton - Colliers Wood,00BAFZ,E05000457,11250,16.7,74.7,34.6,1.1,10181.8,40.1,47.2,79.4,84.7,5,76.7,3400,350000,180,38780,4538,12.6,36.8,25.5,74.3,0.2,7.5,7.5,3.2,1.6,335.4,43.1,79.1,17.2,0.3,14.6,3.9
Merton - Cricket Green,00BAGA,E05000458,11800,24.1,64.7,34.7,3,3933.3,47.5,39.5,77.8,82.4,8,65.7,5400,245000,105,29930,4402,36.9,18.5,30.9,67.1,2,14.7,17.6,5.4,4.2,296,23.3,78.5,26.8,1.2,50,2.9
Merton - Dundonald,00BAGB,E05000459,9650,18.8,70.7,35.7,1.2,8000,18.1,35.6,84,85.9,4,83.2,5300,565000,189,49910,4109,3.7,33.6,2.9,85.3,11.7,2.8,2.7,1.3,0.7,391.6,60.7,60.4,13.3,0.1,15.3,4.9
Merton - Figge's Marsh,00BAGC,E05000460,11700,24.5,65.8,33.8,1.1,10545.5,57.4,44.9,78.6,81.1,3,66.3,1800,250000,106,30860,4363,27.3,23,28.4,71.6,0,13.1,14.9,5.1,4,315.6,25.3,78.8,29.7,0.2,23,3.6
Merton - Graveney,00BAGD,E05000461,10100,19.8,68.5,35.8,0.9,11222.2,57.5,54.1,80.9,85.6,0,71.6,1600,388000,128,35580,3639,3.9,32.8,13.4,86.6,0,8.3,8,6.6,2.5,332.9,32.1,55.6,14.9,0,12.3,3.4
Merton - Hillside,00BAGE,E05000462,9250,15,70.8,38.6,1.2,7708.3,21.7,41.6,81.7,88.6,2,79.8,8600,563750,168,51480,4520,9.9,38.4,4.7,58.5,36.8,3.3,4.8,1.5,0.6,372.3,64.6,56.7,9.8,0,5.6,5.4
Merton - Lavender Fields,00BAGF,E05000463,10650,21.4,70.4,33.6,1.2,8875,46.8,46.1,80.6,83.6,1,72.6,1600,280000,199,33360,4107,20.4,30.1,15.5,82.2,2.3,9.7,11.8,4.3,2.7,301.1,32.6,57.9,18.5,0.4,18.6,2.7
Merton - Longthornton,00BAGG,E05000464,10500,21.6,67.1,35.7,1.5,6966.7,58.2,42,79.8,82.7,1,69.9,900,295000,171,34350,3817,10.6,18.2,6.4,93.6,0,9.9,8.7,3.7,2.7,319.3,27.5,50.9,15.6,0.3,36.6,2.8
Merton - Lower Morden,00BAGH,E05000465,9350,18.9,64.7,39.1,1.8,5194.4,21.9,22.1,80.5,84.5,2,78.1,2100,320000,142,38730,3507,4.1,10.3,0.9,94.6,4.6,6.9,3.5,2.3,1,334.7,24.5,33.1,8.7,0.3,34,2.2
Merton - Merton Park,00BAGJ,E05000466,9750,19.9,64.2,38.6,1.8,5444.4,29.2,35.5,83.8,86.3,2,75.2,4100,522500,155,46300,3769,3.9,22.7,8.1,61.4,30.4,4.6,4.2,1.8,1.1,380.7,50.1,54.8,12.3,0.4,18.8,3.8
Merton - Pollards Hill,00BAGK,E05000467,10800,23.7,65.5,34.8,2.2,4863.6,56.4,35.9,80.2,83.5,1,67.8,800,288000,86,31940,3786,24.1,13.1,16.7,83.3,0,14.4,12.4,4.8,3.7,313,23.4,60.2,19.6,0.7,52.8,2.6
